Acronym,Term,Category
IAR,Inventory & Assessment Report,General
IBD,Initial Billing Date,General
IBIS,Industrial Base Information System,General
IBN,Incorrect Bill Notice,General
IBNR,Incurred But Not Reported,General
IBPO,Initial Bill Processing Option,General
IBPR,Intermediary Benefit Payment Report,General
IBPR,Intermediary Benefits Payment Report,General
IBR,Intermediary Benefit Payment,General
IC,Individual Consideration,General
IC,Initial Claims Operations,General
IC,Integrated Circuit,General
IC,Internal Controls,General
ICA,Information Control Area,General
ICA,"Information, Counseling & Assistance",General
ICA,Insurance Counseling Assistance (Program),General
ICA,Internal Control Area,General
ICAM,Integrated Computer Aided Manufacturing,General
ICB,Information Collection Budget,General
ICB,Inner Company Billing (Code),General
ICC,Interstate Commerce Commission,General
ICCB,Infrastructure Change Control Board,General
ICCP,Individual Community Care Plan,General
ICCSHE,Interagency Committee on Computer Support of Handicapped Employees,General
ICD,Implantable Cardioverter Defibrillator,General
ICD,Interface Control Document,General
ICD,International Classification of Diseases,General
ICD-9-CM,International Classification of Diseases 9th Edition Clinical Modification,General
ICDA,International Classification of Diseases Adapted for the U.S.,General
ICF,Intermediate Care Facility,General
ICF/MR,Intermediate Care Facility for Mental Retardation,General
ICFS/MR,Intermediate care facilities for the mentally retarded,General
ICMA,Individual Case Management Association,General
ICMS,Information Center Management System (Cullinet),General
ICN,Inhouse Claim Number,General
ICN,Inquiry Control Number,General
ICN,Intercontractor Notices,General
ICN,Intermediary Control Number,General
ICN,Internal Control Number,General
ICN,Inventory Control Number,General
ICP,Internal Control Program,General
ICPR,Informal Dispute Resolution,General
ICQ,Internal Control Questionnaire,General
ICR,Image Copy Recognition,General
ICR,Incomplete Claims Reject,General
ICR,Information Collection Requirement,General
ICR,Intelligent Character Recognition,General
ICR,Internal Control Review,General
ICR,Investigative Claims Report,General
ICST,Institute for Computer Sciences & Technology,General
ICSTP,Intermediary/Carrier System Testing Project,General
ID,Identification (Number),General
ID,Identifying Data,General
ID,Implementation Date,General
IDB,Information Data Base,General
IDD,Integrated Data Dictionary,General
IDE,Investigational Device Exemptions,General
IDEF,Integrated Data Engineering Facility,General
IDIQ,Indefinite Delivery / Indefinite Quantity,General
IDIQ,"Indefinite Duration, Indefinite Quantity",General
IDMS,Information Data Management System,General
IDMS,Integrated Database Management System,General
IDMS/R,Integrated Database Management System/Relational,General
IDRC,Improved Data Recording Capability,General
IDS,Integrated Delivery System,General
IDS,Intrusion Detection Software (or System),General
IDTF,Independent Diagnostic Testing Facility,General
IE,Industrial Engineering,General
IEC,International Electrotechnical Task Force,General
IEF,Information Engineering Facility,General
IEQ,Initial Enrollment Questionnaire,General
IER,Interim Expenditure Report,General
IER,Intermediary Expenditure Report,General
IETF,Internet Engineering Task Force,General
IEVS,Income & Eligibility Verification System,General
IFB,Invitation for Bids,General
IFC,Interim Final Rule with Comment,General
IFQ,Invitation for Quote,General
IG,Inspector General,General
IGA,Interim Geographic Adjustment,General
IGAA,Inspector General Act Amendments of 1988,General
IGCE,Independent Government Cost Estimate,General
IGLAS,Integrated General Ledger Accounting System,General
IHPP,Intergovernmental Health Policy Project,General
IHS,Indian Health Service,General
IIA,Information Industry Association,General
IIA,Institute of Internal Auditors,General
IIB,Impact & Implementation Bargaining,General
IIC,Inflation Index Charge,General
IIHI,Individually Identifiable Health Information,General
IJST,Internal Job Stream Action (MBR),General
IL,Intermediary Letter,General
ILDJ,Interactive Language Dependent Job,General
IM,Information Memorandum,General
IM,Intermediary Manual,General
IMA,Individual Medical Account,General
IMC,International Medical Center,General
IMCAS,Intervening Medical Care Analysis System,General
IMD,Institution for Mental Disease,General
IME,Indirect Medical Education,General
IMF,Individual Master File (ICR),General
IMI,Infant Mortality Initiative,General
IMI,Interim Manual Instructions,General
IMN,Internal Machine Number,General
IMP,Implementation Phase,General
IMPACC,Immediate Payment Critical Case Process (MBR),General
IMPACT,Integrated (or Improved) Management of Personnel Administration thru Computer Technology,General
IMRP,Instruction Manual for Renal Providers,General
INFOMAN,Information Management,General
INFOSEC,Information (System) Security,General
INRA,Immigration Nursing Relief Act of 1989,General
INS,Immigration & Naturalization Service,General
INS SAVE,Immigration & Naturalization Service's Systematic Alien Verification for Entitlements,General
IOC,Inspection of Care,General
IOF,Input Output Facility,General
IOF,Interactive Output Facility,General
IOL,Intraocular Lens,General
IOM,Institute of Medicine,General
IOR,Individual Operating Report,General
IORM,Intermetrics Oversight & Risk Management,General
IOU,(CWF) Identify Ownership Utility,General
IP/SNF,Inpatient SNF,General
IPA,Independent Practice Association,General
IPA,Individual Practice Association,General
IPAC,Immunization Practice Advisory Committee,General
IPAP,Interagency Placement Assistance Program,General
IPC,Information Processing Center,General
IPL,Independent Physiological Lab,General
IPL,Initial Program Load,General
IPMG,Investment Planning & Management Group,General
IPO,Initial Program Offering,General
IPOA,InterPlan Operating Agreement,General
IPP,Individual Practice Plan,General
IPP,Individual Program Plan,General
IPP,Integrated Planning Process,General
IPP,Integrated Project Planning,General
IPPB,Intermittent Positive Pressure Breathing,General
IPR,Independent Professional Review,General
IPRP,Interim Payment Review Program,General
IPS,Institutional Provider of Service,General
IPS,Interim Payment System,General
IQC,Integrated Quality Control (System),General
IQC,Internal Quality Control,General
IQUE,Inplant Quality Evaluation,General
IR,Incident Report,General
IR,Information Requirement,General
IR&D,Independent Research & Development,General
IRA,Initial Review Analysis,General
IRAC,Information Resources Administration Councils,General
IRB,Institutional Review Board,General
IRB,Intern & Resident to Bed (ratio),General
IRC,Informal Resolution Conference,General
IRC,Information Resource Center,General
IRC,Inpatient Respite Care,General
IRC,Internal Revenue Code,General
IRCA,Immigration Reform & Control Act of 1986,General
IRD,Intercomponent Review Draft,General
IRD,Internal Research & Development,General
IRDS,Information Resource Depository System,General
IRDS,Information Resource Dictionary System,General
IRE,Independent Review Entity,General
IRF,Inpatient Rehabilitation Facility,General
IRIS,Interim & Resident Information System,General
IRIS,Interns & Residents Information System,General
IRM,Information Resources Management,General
IRMP,Information Resource Management Program (or Plan),General
IRMS,Information Resource Management Service,General
IRP,Incentive Reward Program,General
IRP,Insurance Reimbursement Program,General
IRP,Interim Review Package,General
IRR,Implementation Readiness Review,General
IRS,"Identical, Related & Similar (drugs)",General
IRSAP,Internal Revenue Service Acquisition Procedure,General
IRU,Initial Review Unit,General
IS,Information Sharing (QC),General
IS,Information System,General
IS/T,Information Systems/Technology,General
ISA,In Service Area,General
ISA,Internet Security Assessment,General
ISBN,International Standard Book Number,General
ISC,Information Strategy Council (senior management team),General
ISC,Intersystem Communication,General
ISCLT,International Society for Clinical Laboratory Technology,General
ISES,Information System Empowerment Strategy,General
ISFUG,Integrated Software Federal Users Group,General
ISM,Information Systems Management,General
ISO,Interconnection System Operation (OSI Model),General
ISO,International Standards Organization,General
ISR,"Intelligence, Surveillance & Reconnaissance",General
ISSO,Information Systems Security Officer,General
ISSP,Information Systems Security Plan,General
ISTP,Intermediary System Testing Program,General
ISW,Information Systems Workgroup (also ISWG),General
IT,Information Technology,General
IT,Integration Team,General
IT-IRB,Information Technology Investment Review Board,General
ITA,Information Technology Architecture,General
ITA,International Trade Association,General
ITAG,Information Technology Architecture Group,General
ITAR,International Trafficking Acquisition Regulations,General
ITC,Information Technology Council,General
ITC,International Trade Commission,General
ITMRA,Information Technology Management Reform Act of 1996,General
ITPIL,Initial Three Percent Investigation List,General
ITS,Information Technology Systems,General
ITS,Inspection Tracking System,General
ITV,InterAgency Transfer Voucher,General
IU,International Unit,General
IUC,Incurred But Unreported Claims Reserve,General
IV&V,Independent Validation & Verification,General
IVR,Interactive Voice Response,General
IWD,Individuals With Disabilities,General
JAD,Joint Applications Design (or Development),General
JAMA,Journal of the American Medical Association,General
JAS,Job Accounting System,General
JAS,Joint Agreement Statement,General
JCA,Jewish Council for Aging,General
JCAHCO,Joint Commission on Accreditation of Health Care Organizations,General
JCAHO,Joint Commission for Accreditation of Health Organizations,General
JCHACO,Joint Commission on Accreditation of Health Care Organizations (JCHACO),General
JCL,Job Control Language,General
JCP,Joint Committee on Printing,General
JCS,Joint Chiefs of Staff,General
JES,Job Entry Subsystem,General
JES2,Job Entry System MVS/XA,General
JFMIP,Joint Financial Management Improvement Program,General
JOA,Joint Operating Agreement,General
JOFOC,Justification for Other than Full & Open Competition,General
JRC,Job Rehabilitation Contact,General
JRC,Joint Review Committee,General
JTR,Joint Travel Regulation,General
JUA,Joint Underwriting Association,General
JURIS,Justice Retrieval & Inquiry System,General
JURIS,RRB Jurisdiction Change Operation,General
JV,Journal Voucher,General
KAL,Key asset List,General
KBIT,KnowledgeBased Intelligence Tracking,General
KBMS,Knowledge Base Management System,General
KBSA,KnowledgeBased Software Assistant,General
KD,Knocked Down,General
KE,Knowledge Engineering,General
KFL,Key Facilities List,General
KIDS,KnowledgeBased Integrated Design System,General
KIP,Key Intelligence Position,General
KIQ,Key Intelligence Question,General
KMC,Key Management Center,General
KMID,Key Material Identification Number,General
KRA,Key Result Areas,General
L-H,Labor Hour,General
LAC,Library Advisory Committee,General
LAE,Limitation on Administrative Expenses,General
LAF,Ledger Account File (code),General
LAG,Local Application Group,General
LAG,Logical Application Group,General
LAN,Local Area Network,General
LAP,Last Action Processed,General
LARPA,Locality Adjusted Reduced Prevailing Amount,General
LARPA,Locality Area Reduced Prevailing Allowance,General
LBRS,LockBox Bank Remittance System (DB),General
LCC,Lesser Cost or Charges,General
LCC,Life Cycle Cost,General
LCD,Local Coverage Determination,General
LCDM,Life Cycle Development Methodology,General
LCER,Limiting Charge Exception Report,General
LCL,Lowest Charge Levels,General
LCP,Letter Charge Proposal,General
LDAP,Lightweight Directory Access Protocol,General
LDBM,Local Database Manager,General
LDD,Logical Database Design,General
LDDI,LDD Implemented,General
LDM,Logical Data Model,General
LDO,Legally Defined Overpayment,General
LEACON,Report SSI Leads Activity Operation (HCLEACON),General
